title,author,publisher,category,publish_date,description
"Predictive Analytics : The Power to Predict Who Will Click, Buy, Lie, or Die","Siegel, Eric",John Wiley & Sons,H61.4. S52P,2013,
Data Smart : Using Data Science to Transform Information into Insight,"Foreman, John W",John Wiley & Sons,QA76.9.D343. F6D,2014,
Random Graphs,"Bollobas, Bela",Cambridge University Press,QA166.17. B6R,2001,
역사 속의 소프트웨어 오류 : 부실한 소프트웨어가 초래한 위험천만한 사건 사고들,김종하,에이콘,005.1. 김75역,2014,
여행의 기술,알랭 드 보통,청미래,980.2. 알232여,2011,
"MATLAB 완벽 가이드, Vol. 1",임종수,아진,QA297. 임75M,1998,
Apache Hadoop YARN : Moving beyond MapReduce and Batch Processing with Apache Hadoop 2,"Murthy, Arun C",Addison-Wesley Professional,QA76.9.D5. M8A,2014,
실험 설계와 분석,성내경,자유아카데미,QA279. 성212실,2012,
스크래치 프로그래밍 = Scratch Programming,이창희,에이스 ME,QA76.165. 이811스,2009,
핵심이 보이는 제어 공학,김성중,한빛아카데미,TJ213. 김53핵,2014,
"Lab-on-a-Chip World Congress, Microarray World Congress and Molecular Diagnostics World Congress 2009","Lab-on-a-Chip World Congress, Microarray World Congress and Molecular Diagnostics World Congress 2009",ACL/AFNLP,CD-ROM,2009,
EPS-QEOD Europhoton Conference 2014,The 6th European Physical Society-Quantum Electronics and Optics Division Europhoton Conference 2014,European Physical Society (EPS),CD-ROM,2014,
The Art of Analog Layout,"Hastings, Alan",Prentice Hall,TK7874. H3A,2006,
이클립스 4 플러그인 개발,"Blewitt, Alex",에이콘,QA76.76.D47. B57이,2013,
PADS 9.5 : 실무와 예제로 배우는 Mentor Graphics사의,오종오,복두출판사,TK7868.P7. 오75P,2013,
PCB 설계 : PCB 실무와 예제로 배우는 - PADS 9.5 활용,홍춘선,복두출판사,TK7868.P7. 홍817P,2014,
Data-Driven Modeling & Scientific Computation : Methods for Complex Systems & Big Data,"Kutz, J. Nathan",Oxford University Press,Q183.9. K8D,2013,
Flexible Imputation of Missing Data,"Buuren, Stef van",CRC Press,QA278. B8F,2012,
Integrating Service Level Agreements : Optimizing Your OSS for SLA Delivery,"Lee, John J",Wiley,TK5102.84. L4I,2002,
Fundamentals of Robotics : Linking Perception to Action,"Xie, Ming",World Scientific Publishing,TJ211. X5F,2003,
Linux Kernel Programming,"Beck, Michael",Addison-Wesley,QA76.76.O63. B4L,2002,
미시 경제학 = Microeconomics,전영서,법문사,HB172. 전64미,1999,
International Lunar Conference (ILC) 2003,International Lunar Conference 2003,American Astronautical Society (AAS),Q180.7. A8,2004,
"Handbook on Land Mobile, Vol. 1 : Fixed Wireless Access",International Telecommunication Union (ITU),ITU,TK6570.M6. I82H,2001,
Handbook on Digital Radio-Relay Systems,International Telecommunication Union (ITU),ITU,TK6562.D54. I82D,1997,
"Embedded Systems : Architecture, Programming and Design","Kamal, Raj",McGraw-Hill,TK7895.E42. K3E,2004,
Designing Embedded Communications Software,"Sridhar, T",CMP Books,TK7895.E42. S65D,2003,
Realistic Ray Tracing,"Shirley, Peter",AK Peters,T385. S5R,2003,
Advanced Global Illumination,"Dutre, Philip",AK Peters,T385. D8A,2003,
Essential CVS,"Vesperman, Jennifer",O`Reilly & Associates,QA76.76.D47. V4E,2003,
Java Extreme Programming Cookbook,"Burke, Eric M",O`Reilly & Associates,QA76.73.J38. B8J,2003,
스마트폰 마이스터 되기 : 스마트폰 200% 활용법,안종배,진한 M&B,004.16. 안75스,2014,
초생명 공동체 : 우리 안의 상생 본능이 펼쳐낼 인류의 놀라운 미래,린 맥타가트,정신세계사,126. 린32초,2011,
유리 감옥 : 인간의 생각을 통제하는 거대한 힘,"Carr, Nicholas",한국경제신문,331.5412. C3유,2014,
소프트웨어 프로젝트 관리,고석하,생능출판사,QA76.76.D47. 고53소,2014,
생산성 : 기업 제1의 존재 이유 = Productivity,이가 야스요,쌤앤파커스,325.41. 이11생,2017,
스크럼으로 소프트웨어 제품 관리하기 : 비즈니스 전략에 맞춘 고객과 사용자 중심의 소프트웨어 개발 전략,"Pichler, Roman",에이콘,QA76.76.D47. P5스,2013,
차별화의 천재들 : 치열한 경쟁을 이기는 단 하나의 전략,윌리엄 테일러,토네이도,325.1. 윌239차,2017,
트위스티드 : 파이썬 네트워크 프로그래밍,"McKellar, Jessica",인사이트,QA76.73.P98. M3트,2014,
SDN : 소프트웨어 정의 네트워크,"Nadeau, Thomas D",비제이퍼블릭,TK5105.5. N3S,2014,
예제 중심의 파이썬 3 : 쉽고 재미있는 프로그래밍 언어,최용,인피니티북스,QA76.73.P98. 최66예,2014,
Troubleshooting Optical Fiber Networks : Understanding and Using Optical Time-Domain Reflectometers,"Anderson, Duwayne R",Elsevier,TA1800. A5T,2004,
International Conference on Embedded and Multimedia Computing (EMC) 2014,The 9th International Conference on Embedded and Multimedia Computing 2014,Future Technology Research Association (FTRA),CD-ROM,2011,
기업 창업가 매뉴얼 : 창업가를 위한 린 스타트업과 신규 비즈니스 성공 전략,"Blank, Steve",에이콘,HD62.5. B57기,2014,
Machine to Machine Evolution Conference and Expo 2014,M2M Evolution Conference and Expo 2014,(n.pub.),CD-ROM,2014,
International Conference on Isotopes (ICI) 2014,The 8th International Conference on Isotopes and Expo 2014,The American Nuclear Society (ANS),CD-ROM,2014,
"생각의 지도 : 동양과 서양, 세상을 바라보는 서로 다른 시선","Nisbett, Richard E",김영사,181.37. N5생,2004,
하버드의 생각 수업 : 세계 최고의 대학에서는 무엇을 가르치는가 = Harvard What the Best College Students Learn,후쿠하라 마사히로,엔트리,377.042. 후827하,2013,
여자에게 공부가 필요할 때 : 1년 배워 10년 써먹는 인생을 바꾸는 성장 프로젝트,김애리,카시오페아,192.6. 김62여,2014,
민성원의 엄마는 전략가 : 중3부터 준비하는 명문대 입학 로드맵 - 고등편,민성원,예담,378.9. 민53민,2013,
Networking and Electronic Commerce Conference (NAEC) 2014,The 10th Networking and Electronic Commerce Conference 2014,American Telecommunications Systems Management Association (ATSMA),HF5548.32. N4,2014,
제2의 뇌,"Gershon, Michael",지식을만드는지식,511.4813. G4제,2013,
홈 피트니스 24,모리 도시노리,담담케어,593.5. 모239홈,2013,
디자인의 꼼수,사카이 나오키,디자인하우스,639.5. 사821디,2008,
Law and Literature,"Posner, Richard A",Harvard University Press,PN56.L33. P6L,2009,
The Economics of Justice,"Posner, Richard A",Harvard University Press,JC578. P6E,1983,
Economic Analysis of Law,"Posner, Richard A",Wolters Kluwer,K487.E3. P6E,2014,
대체로 해롭지 않은 계량 경제학 : 실증 연구자의 동반서,"Angrist, Joshua D",경문사,HB139. A5대,2014,
요가 아나토미 : 해부학적으로 쉽게 배우는 요가,"Kaminoff, Leslie",푸른솔,RA781.7. K3요,2011,
필라테스 아나토미 : 해부학적으로 쉽게 배우는 필라테스,"Isacowitz, Rael",푸른솔,RA781.4. I8필,2012,
IOT 사물 지능 인터넷의 이해 : 과학 기술 문명과 사물 지능 윤리의 현황과 과제,박승창,진한 M&B,194. 박58I,2014,
행복의 특권 : 행복하면 우리는 무엇을 얻을 수 있는가,"Achor, Shawn",청림출판,199.6. A25행,2012,
더 박스 : 컨테이너는 어떻게 세계 경제를 바꾸었는가 = The Box,마크 레빈슨,청림출판,326.36. 마828더,2017,
장하준의 경제학 강의 : 지금 우리를 위한 새로운 경제학 교과서,장하준,부키,320.1. 장91장,2014,
히든 챔피언에게 길을 묻다,한국거래소,형설라이프,324.3. 한17히,2011,
"스파이처럼 일하라 : 세계 최고 첩보 조직 CIA의 정보력, 관찰력, 분석력",J. C. 칼레슨,흐름출판,325.1. C3스,2014,
Small Giants : 대한민국 강소기업,이장우,미래인,325.1. 이71S,2010,
자신만의 스타일로 승부하라 : 좋아하는 일을 찾은 전문 코치들의 이야기,고현숙,시간여행,325.24. 고94자,2012,
유쾌하게 자극하라 : 사람을 키우는 리더의 코칭 스킬,고현숙,올림,325.3. 고94유,2007,
International Conference in Advanced Manufacturing for Multifunctional Miniaturised Devices (ICAM3D) 2014,The 3rd International Conference in Advanced Manufacturing for Multifunctional Miniaturised Devices 2014,National Institute of Advanced Industrial Science and Technology (AIST),CD-ROM,2014,
슈퍼 인간의 탄생 : 우리도 슈퍼맨이 될 수 있다 = Super Human Birth,마사히코 이나미,세창미디어,530.8. 마51슈,2017,
뉴스의 시대 : 뉴스에 대해 우리가 알아야 할 모든 것,"Botton, Alain De",문학동네,331.541. B6뉴,2014,
중국 고전 건축의 원리 = Cathay's Idea - Design Theory of Chinese Classical Architecture,리윈허,시공사,610.912. 리67중,2000,
한비자 4,한비,동서문화사,152.25. 한49한,2013,
The Art of UNIX Programming,"Raymond, Eric Steven",Addison-Wesley,QA76.76.O63. R3A,2003,
Unit Testing in Java : How Test Drive the Code,"Link, Johannes",Morgan Kaufmann Publishers,QA76.76.T48. L5U,2003,
Open Source Development with CVS,"Bar, Moshe",Paraglyph Press,QA76.76.D47. B3O,2003,
Pharmacogenomics,"Kalow, Werner (ED)",Marcel Dekker,RM301.3.G45. K3P,2001,
Design of Integrated Circuits for Optical Communications,"Razavi, Behzad",McGraw-Hill,TK8320. R3D,2003,
Mathematical Handbook of Formulas and Tables,"Spiegel, Murray R",McGraw-Hill,QA41. S62M,1999,
한국정보처리학회 학술 발표 (추계) 2003 (하),Korea Information Processing Society (KIPS),한국정보처리학회 (KIPS),QA76.9. 한17,2003,
China-Korea Joint Symposium on Oriental Lanuguage Processing and Pattern Recognition (CKOLPR) 2004,The 5th China-Korea Joint Symposium on Oriental Language Processing and Pattern Recognition 2004,(n. pub.),QA76.9.N38. C48,2004,
An Introduction to Game Theory,"Osborne, Martin J",Oxford University Press,QA269. O8G,2004,
MPLS World Congress 2004,MPLS World Congress 2004,Upperside,CD-ROM,2004,
시스템 시뮬레이션 = System Simulation,이영해,경문사,QA75. 이64시,1991,
Principles and Practice of Structural Equation Modeling,"Kline, Rex B",The Guilford Press,QA278. K57P,1998,
The New Six Sigma : A Leader`s Guide to Achieving Rapid Business Improvement and Sustainable Results,"Barney, Matt",Prentice Hall PTR,HD62.15. B3N,2003,
지금 시작하는 인문학 2 : 우리 시대를 읽기 위한 최소한의 인문 배경 지식,주현성,더좋은책,001.3. 주94지,2013,
신호와 소음 : 미래는 어떻게 당신 손에 잡히는가,"Silver, Nate",더퀘스트,310.16. S52신,2014,
무엇이 행동하게 하는가 : 마음을 움직이는 경제학,유리 그니지,김영사,320.04. 유239무,2014,
리더는 마지막에 먹는다 : 숫자가 아닌 사람을 귀중히 여기는 리더의 힘,"Sinek, Simon",36.5,325. S52리,2014,
세상을 바꾸는 씨드 : 놀며 즐기며 세상을 변화시킨 천재들의 프로젝트,"Scheer, Stefan",프롬북스,325.04. S28세,2014,
크라우드 소싱 : 대중의 창조적 에너지가 비즈니스의 미래를 바꾼다,"Howe, Jeff",리더스북,325.1. H6크,2012,
여덟 마리 새끼 돼지,"Gould, Stephen Jay",현암사,476. G6여,2012,
The Designer`s Guide to VHDL,"Ashenden, Peter J",Morgan Kaufmann,TK7888.3. A8D,1996,
생각의 궤적,鹽野七生,한길사,834. 시65생,2013,
월든,헨리 데이비드 소로,은행나무,844. 헨239월,2011,
The Culture Map : Breaking Through the Invisible Boundaries of Global Business,"Meyer,Erin",PublicAffairs,HF5549.5.M5. M4C,2014,
MATLAB 입문과 활용 : 쉽게 배우는,여영구,아진,QA297. 여64M,2014,
International Conference on Diamond and Carbon Materials 2014,International Conference on Diamond and Carbon Materials 2014,Elsevier,CD-ROM,2014,
꿀잼 아두이노 놀이터 : 스티브 잡스를 꿈꾸는 이들을 위한,심재창,카오스북,TJ223. 심72꿀,2014,
3차원 건축 설계를 위한 MUST BIM : Archi CAD 16 활용서 - 기본편,알피종합건축사사무소,한솔아카데미,TH437. 알84삼,2013,
8일간의 선형 대수학,박부성,경문사,QA184. 박47팔,2014,
적외선 센서의 원리와 응용 = Infrared Sensor's Principle and Application,정용택,인포더북스,TA1570. 정66적,2012,
적외선 센서의 최신 기술 동향 : 눈에 보이지 않는 세상으로의 초대,정용택,홍릉과학출판사,TA1570. 정66적,2014,
선형 대수학,"Williams, Gareth",사이텍미디어,QA184. W5선,2007,
Sed & Awk,"Dougherty, Dale",O`Reilly & Associates,QA76.76.U84. D6S,1997,
"디지털 신호 처리 : 원리, 알고리즘, 응용","Proakis, John G",피어슨에듀케이션코리아,TK5102.9. P7디,2007,
"자바를 다루는 기술, Vol. 1 : 기초 문법과 객체 지향 프로그래밍, 자바 고급 응용 기법",김병부,길벗,QA76.73.J38. 김44자,2014,
"자바를 다루는 기술, Vol. 2 : 자바 프로젝트를 위한 오픈 소스 라이브러리와 클래스 활용",김병부,길벗,QA76.73.J38. 김44자,2014,
유니티 게임 개발 스타트업 : C# 초보자를 위한,지국환,비엘북스,QA76.76.C672. 지17유,2014,
DIY! 워드프레스 : 빠르고 간편하게 만드는 워드프레스 블로그/홈페이지,김덕기,위키북스,TK5105.8885.W66. 김223D,2014,
DIY! 워드프레스 쇼핑몰 : 프리미엄 테마로 만드는 쇼핑몰/웹사이트,김덕기,위키북스,QA76.625. 김223D,2014,
모던 C++ 프로그래밍 : 최신 표준 C++로 쉽고 빠르게 안내하는,서상원,프리렉,QA76.73.C153. 서51모,2014,
International Meeting on Electrochromism (IME) 2014,The 11th International Meeting on Electrochromism 2014,National Taiwan University,CD-ROM,2014,
International Conference on Electroluminescence and Organic Optoelectronics (ICEL) 2014,The 10th International Conference on Electroluminescence and Organic Optoelectronics 2014,University of Cologne,CD-ROM,2014,
International Conference on Software Paradigm Trends (ICSOFT-PT) 2014,The 9h International Conference on Software Paradigm Trends 2014,SciTePress,DVD-ROM,2014,
아두이노 로봇 보난자 : 나만의 로봇 만들기,"McComb, Gordon",비제이퍼블릭,TJ211.35. M3아,2014,
33가지 프로젝트로 배우는 아두이노,"Monk, Simon",한빛미디어,TJ223.P76. M6아,2014,
아두이노 프로젝트 65 : 65가지 예제로 배우는 실전 워크샵,"Boxall, John",비제이퍼블릭,TJ223.P76. B6아,2014,
아두이노 상상을 스케치하다 : 센서 디스플레이 블루투스 DIY까지 아두이노 프로젝트의 거의 모든 것에 관하여,허경용,제이펍,TJ223.P76. 허14아,2014,
European Medical Informatics Conference (MIE) 2014,The 25th European Medical Informatics Conference 2014,IOS Press,CD-ROM,2014,
"International Conference on Knowledge, Innovation and Enterprise (KIE) 2014","International Conference on Knowledge, Innovation and Enterprise 2014",KIE Conference,CD-ROM,2014,
"International Conference Photonics, Devices and Systems 2014","The 7th International Conference Photonics, Devices and Systems 2014",Czech and Slovak Society for Photonics (CSSF),CD-ROM,2014,
"Homemade Cleaners : Quick-and-Easy, Toxin-Free Recipes","Ford, Dionna",Ulysses Press,TX324. F6H,2014,
"Nanoimprint Lithography : Principles, Processes and Materials","Lan, Hongbo",Nova Science Publishers,TK7874.84. L3N,2011,
Control Systems Engineering,"Nise, Norman S",John Wiley & Sons,TJ213. N5C,2004,
Smoothed Particle Hydrodynamics : A Meshfree Particle Method,"Liu, G. R",World Scientific Publishing,QA297. L5S,2003,
Concurrency : State Models and Java Programs,"Magee, Jeff",John Wiley & Sons,QA76.642. M3C,1999,
연속체 역학에서 유한 요소법까지 = From Continuum Mechanics to Finite Element Method,전만수,피어슨 에듀케이션 코리아,TA347.F5. 전31연,2002,
What is Random? : Chance and Order in Mathematics and Life,"Beltrami, Edward J",Copernicus,QA273. B4W,1999,
PACS 기본 원리와 응용,유대인,대학서림,R857.P52. 유222P,2002,
Analog and Digital PACS 의료 영상 정보학,김영일,대학서림,R857.P52. 김64A,2003,
의료 화상 보관통 시스템 = Medical PACS,유대인,대학서림,R857.P52. 유222의,2000,
알고리즘 = Algorithm,조유근,이한출판사,QA9.58. 조67알,2002,
Sun Certified Enterprise Architect for J2EE Technology Study Guide,"Cade, Mark",피어슨 에듀케이션 코리아,QA76.3. C3S,2003,
퍼스널 소프트웨어 프로세스 (PSP) 입문,"Humphrey, Watts S",피어슨 에듀케이션 코리아,QA76.758. H8퍼,2003,
RUP 기반의 J2EE 애플리케이션 개발,"Eeles, Peter",피어슨 에듀케이션 코리아,QA76.73.J38. E35R,2003,
Prime Codes with Applications to CDMA Optical and Wireless Networks,"Yang, Guu-Chang",Artech House,TK5103.2. Y3P,2002,
RFID Handbook : 유비쿼터스 컴퓨팅의 핵심 비접촉 스마트 카드와 인식 시스템의 기초와 응용,"Finkenzeller, Klaus",영진닷컴,TK6553.R43. F5R,2004,
Millimeter Wave Wireless Communications,"Rappaport, Theodore S",Prentice Hall,TK5103.4835 R3M,2014,
Introduction to Adaptive Lenses,"Ren, Hongwen",John Wiley & Sons,QC385. R4I,2012,
British Machine Vision Conference (BMVC) 2014,The British Machine Vision Association and Society for Pattern Recognition,The British Machine Vision Association and Society for Pattern Recognition (BMVA),CD-ROM,2014,
European Conference on Artificial Intelligence (ECAI) 2014,The 21st European Conference on Artificial Intelligence 2014,IOS Press,CD-ROM,2014,
Jython Essentials,"Pedroni, Samuele",O`Reilly,QA76.73.J38. P4J,2002,
International Conference on the Prestigious Applications of Intelligent Systems (PAIS) 2014,The 8th International Conference on the Prestigious Applications of Intelligent Systems 2014,IOS Press,CD-ROM,2014,
European Starting AI Researcher Symposium (STAIRS) 2014,The 7th European Starting AI Researcher Symposium 2014,IOS Press,CD-ROM,2014,
데이터 통신 길라잡이,김창환,복두출판사,TK5105. 김716데,2014,
Self Organising Networks Conference (SON) 2014,Self Organising Networks Conference 2014,Informa Telecoms & Media,CD-ROM,2014,
International Conference on Simulation and Modeling Methodologies Technologies and Applications (SIMULTECH) 2014,The 4th International Conference on Simulation and Modeling Methodologies Technologies and Applications 2014,SciTePress,DVD-ROM,2014,
International Joint Conference on E-Business and Telecommunication (ICETE) 2014,The 11th International Joint Conference on E-Business and Telecommunication (ICETE) 2014,SciTePress,DVD-ROM,2014,
International Conference on Data Communication Networking (DCNET) 2014,The 5th International Conference on Data Communication Networking 2014,SciTePress,DVD-ROM,2014,
International Conference on E-Business (ICE-B) 2014,The 11th  International Conference on E-Business 2014,SciTePress,DVD-ROM,2014,
International Conference on Optical Communication Systems (OPTICS) 2014,The 5th International Conference on Optical Communication Systems 2014,SciTePress,DVD-ROM,2014,
International Conference on Signal Processing and Multimedia Applications (SIGMAP) 2014,The 11h International Conference on Signal Processing and Multimedia Applications 2014,SciTePress,DVD-ROM,2014,
International Conference on Wireless Information Networks and Systems (WINSYS) 2014,The 11h International Conference on Wireless Information Networks and Systems  2014,SciTePress,DVD-ROM,2014,
International Joint Conference on Software Technologies (ICSOFT) 2014,The 9h International Joint Conference on Software Technologies 2014,SciTePress,DVD-ROM,2014,
International Conference on Software Engineering and Applications (ICSOFT-EA) 2014,The 9h International Conference on Software Engineering and Applications 2014,SciTePress,DVD-ROM,2014,
게임 기획 개론,"Rollings, Andrew",제우미디어,QA76.76.C672. R6게,2004,
International Conference on Data Management Technologies and Application (DATA) 2014,The 3rd International Conference on Data Management Technologies and Application 2014,SciTePress,DVD-ROM,2014,
"International Conference on Informatics in Control, Automation and Robotics (ICINCO) 2014","The 11th International Conference on Informatics in Control, Automation and Robotics 2014",SciTePress,DVD-ROM,2014,
응용물리학회 학술 강연회 (추계) 2014,The 75th Japan Society of Applied Phscyics Autumn Meeting 2014,응용물리학회 (JSAP),DVD-ROM,2014,
해킹 패턴과 시스템 취약점 진단 = Hacking Patterns and System Vulnerability Assessment,김광진,율기획,TK5105.59. 김16해,2014,
배시 셸로 완성하는 모의 해킹 기술 : 업무 생산성을 극대화하는 커맨드라인 팁,"Makan, Keith",에이콘,TK5105.59. M3배,2014,
네트워크 포렌식 : 네트워크 패킷 분석으로 해킹의 흔적을 찾아라,"Ham, Jonathan",에이콘,HV8079.C65. H3네,2014,
CMOS : Mixed-Signal Circuit Design,"Baker, R. Jacob",John Wiley & Sons,TK7871.99.M44. B3C,2009,
Data Mining : Introductory and Advanced Topics,"Dunham, Margaret H",Prentice Hall / Pearson Education,QA76.9.D343. D8D,2003,
IBM WebSphere Application Server : The Complete Reference,"Ben-Natan, Ron",McGraw-Hill / Osborne,TK5105.8885.W43. B4I,2002,
Advances in Microstrip and Printed Antennas,"Lee, Hai Fong",John Wiley & Sons,TK7871.6. L4A,1997,
Adaptive Estimation and Control : Partitioning Approach,"Watanabe, Keigo",Prentice Hall,TJ217. W3A,1992,
Probability Models and Applications,"Olkin, Ingram",Macmillan College Publishing,QA273. O4P,1994,
An Engineering Approach to Optimal Control and Estimation Theory,"Siouris, George M",John Wiley & Sons,QA402.3. S52E,1996,
Introduction to Multichip Modules,"Sherwani, Naveed",John Wiley & Sons,TK7871.15. S5I,1995,
"Stochastic Processes, Estimation, and Control : The Entropy Approach","Saridis, George N",John Wiley & Sons,QA274. S2S,1995,
Engineering Mathematics with Mathemaica,"Robertson, John S",McGraw-Hill,TA345. R6E,1995,
Optimum Signal Processing : An Introduction,"Orfanidis, Sophocles J",McGraw-Hill,TK5102.5. O7O,1988,
(초보자를 위한) eXtreme 프로그래밍 : 리팩토링과 기민한 모델링,"Baird, Stewart",인포북,QA76.76.D47. B3E,2003,
(최고의 전문가들에게 배우는) 온라인 게임 개발 테크닉,"Alexander, Thor (ED)",정보문화사,QA76.76.C672. A4온,2004,
MOT (Management of Technology) 입문 : 기술계 MBA,와세다대학 비즈니스 스쿨,한국산업기술진흥협회,T49.5. 와53M,2004,
연구 개발 인력의 관리 전략,"Ishda, Hideo",한국산업기술진흥협회,HF5549. I8연,2004,
Explorer`s Guide to the Semantic Web,"Passin, Thomas B",Manning,TK5105.88815. P3E,2004,
Semantic Video Object Segmentation for Content-Based Multimedia Applications,"Guo, Ju",Kluwer Academic Publishers (KAP),QA76.575. G8S,2001,
Visual Information Retrieval,"Del Bimbo, Alberto",Morgan Kaufmann Publishers,TA1637. D4V,1999,
360˚ Imaging : The Photographer`s Panoramic Virtual Reality Manual,"Andrews, Philip",RotoVision,TR267. A5T,2003,
Organic Light-Emitting Materials and Devices Ⅶ,"Kafafi, Zakya H. (ED)",SPIE,TA1520. S62,2004,
Next Generation SONET/SDH : Voice and Data,"Kartalopoulos, Stamatios V",IEEE Press,TK5105.415. K3N,2004,
"Transactional Information Systems : Theory, Algorithms, and the Practice of Concurrency Control and Recovery","Weikum, Gerhard",Morgan Kaufmann Publishers,QA76.545. W4T,2002,
UNIX C Shell Field Guide,"Anderson, Gail",Prentice Hall,QA76.76.O63. A5U,1986,
차세대 정보 통신 세계 = Info-Telecommunications for the New Age,김충남,전자신문사,TK5101. 김817차,2004,
Handbook of Image Quality : Characterization and Prediction,"Keelan, Brian W",Marcel Dekker,TA1637. K4H,2002,
"The Wireless Mobile Internet : Architectures, Protocols, and Services","Jamalipour, Abbas",John Wiley & Sons,TK5103.4885. J3W,2003,
IMT-2000/CDMA 기술 = International Mobile Telecommunications 2000 Code Division Multiple Access,이상근,세화,TK6570.M6. 이51I,2003,
101가지 비즈니스 모델 이야기 : 성공하는 스타트업을 위한,남대일,한스미디어,325.1. 남222일,2015,
신성한 경제학의 시대 : 한계에 다다른 자본주의의 해법은 무엇인가?,"Eisenstein, Charles",김영사,327.2. E39신,2015,
한계 비용 제로 사회 : 사물 인터넷과 공유 경제의 부상,제레미 리프킨,민음사,331.54. 제233한,2013,
Tizen 애플리케이션 프로그래밍 : HTML5와 C++ 기반 오픈소스 플랫폼,서영진,프리렉,QA76.76.A65. 서64T,2014,
Nanoimprint Lithography : An Enabling Process for Nanofabrication,"Zhou, Weimin",Springer,TK7874.84. Z48N,2013,
"교사, 교육 개혁을 말하다",이인규,에듀니티,371. 이69교,2017,
스마트카 관련 기술 R&D 및 관련 부품 시장 동향과 주요 업체별 사업 전략,,아르고북스,MR-2017-023,2017,
인공 지능을 만드는 법 : 디지털 게임 AI의 모든 것!,미야케 요이치로,성안당,QA76.76.C672. M5인,2017,
정보 보안 개론과 실습 : 시스템 해킹과 보안,양대일,한빛미디어,QA76.9.A25. 양222정,2005,
윈도우 파일 시스템 : 드라이버 개발자를 위한,이병오,사이버출판사,QA76.76.O63. 이44윈,2005,
무기 체계학,이희각,청문각,UF500. 이98무,2005,
Security and Usability : Designing Secure Systems That People Can Use,"Cranor, Lorrie Faith (ED)",O`Reilly,QA76.9.A25. C7S,2005,
"C++와 CUDA C로 구현하는 딥 러닝 알고리즘, Vol. 2 : 복소수 영역에서의 오토 인코더 이해와 구현",티모시 마스터즈,에이콘,QA76.87. M3C,2017,
"스마트 IoT 프로젝트 : 스마트 온도 조절기, 머신 비전, 자율 주행 자동차 로봇 포함 다양한 사물 인터넷 구현",아구스 쿠니아완,에이콘,QA76.5915. K8스,2017,
웹을 위한 머신 러닝 : 머신 러닝을 활용한 영화 추천 및 감성 분석 웹 애플리케이션 개발,안드레아 아이소니,에이콘,Q325.5. I8웹,2017,
TensorFlow Machine Learning Cookbook : 다양한 텐서플로 예제를 실행해 보면서 빠르게 익히는 머신 러닝,닉 맥클루어,에이콘,Q325.5. M3T,2017,
ATM상의 인터넷 서비스 기술 개론,,진한도서,TK5105.35. A82,1999,
스마트 제조 산업의 구축 바이블 : 손실 요인 축소로 돈되는 기업 만들기,岩崎 澄男,골든벨,TS183. 유94스,2016,
무선 ATM 기술 개론,한국전자통신연구원 (ETRI),한국전자통신연구원 (ETRI),TK5105.35. 한17무,1998,
"좋은 권위 : 새로운 시대, 모두가 기다리는 진짜 리더가 되는 법",조너선 레이몬드,한스미디어,325.24. 조213좋,2017,
댁내 통신망 기술 개론,,한국전자통신연구원 (ETRI),TK5105.5. 댁212,1999,
불안 : 불안과 공포의 뇌 과학,조지프 르두,인벤션,511.1813. 조79불,2017,
건강 격차 : 평등한 사회에서는 가난해도 병들지 않는다,마이클 마멋,동녘,517.13. 마69건,2017,
그림으로 보는 최신 컴퓨터/통신/방송 표준 기술,일본기반기술연구촉진센터 (편),교보문고,TK5105.55. 일45그,1998,
Program Logics for Certified Compilers,"Appel, Andrew W",Cambridge University Press,QA76.76.V47. A6P,2014,
구글 스마트 워치 프로그래밍 : 안드로이드 웨어 활용,하영훈,비팬북스,TK5105.885.G66. 하64구,2014,
Chip-to-Cloud Security Forum 2014,Chip-to-Cloud Security Forum 2014,Strategies Telecoms & Multimedia,CD-ROM,2014,
Quantum-Safe Cryptography Workshop 2014,The European Telecommunications Standards Institute,ETSI,CD-ROM,2014,
ARM TechCon 2014,ARM TechCon 2014,ARM,CD-ROM,2014,
Certified Programming with Dependent Types : A Pragmatic Introduction to the Coq Proof Assistant,"Chlipala, Adam",The MIT Press,QA76.9.A96. C48C,2013,
Trillion Sensors Summit Japan 2014,The 1st Trillion Sensors Summit Japan 2014,日經BP社,CD-ROM,2014,
제2의 기계 시대 : 인간과 기계의 공생이 시작된다,"Brynjolfsson, Erik",청림출판,331.541. B7제,2014,
International Workshop on Nitride Semiconductors (IWN) 2014,The 8th International Workshop on Nitride Semiconductors 2014,Institute of High Pressure Physics (PAS),CD-ROM,2014,
디스플레이 기술 연감 2015,한국산업정보원 디스플레이기술연구원,디스플레이기술연구원 (KDTR),TK7882.I6. 한171디,2014,
(제프 랜더가 들려 주는) 그래픽스 프로그래밍 방법론,"Lander, Jeff",사이텍미디어,T385. L3그,2004,
"공업 수학이라면 이제 만화로 공부하세요, 제1권 : 미분 방정식",조재경,교우사,QA401. 조72공,2003,
"공업 수학이라면 이제 만화로 공부하세요, 제2권 : 선형 대수학과 벡터 미적분학",조재경,교우사,QA401. 조72공,2007,
"공업 수학이라면 이제 만화로 공부하세요, 제3권 : 푸리에 해석과 편미분 방정식",조재경,교우사,QA401. 조72공,2007,
"공업 수학이라면 이제 만화로 공부하세요, 제4권 : 복소 해석과 수치 해석",조재경,교우사,QA401. 조72공,2003,
