title,author,publisher,category,publish_date,description
Eloquent JavaScript : a modern introduction to programming,Marijn Haverbeke,No Starch Press,QA76.73.J39. H3E,2018,
"Hands-On Full Stack Development with Go : Build full stack web applications with Go, React, Gin, and GopherJS",Mina Andrawos,Packt Publishing,QA76.73.G63. A5H,2019,
Concurrency in Go : tools and techniques for developers,Kathrine Cox-Buday,Oreilly,QA76.73.G63. C6C,2017,
Assembly Language for x86 Processors,Kip Irvine,Pearson,QA76.8.I2594. I7A,2014,
Data structures & algorithms in Java,Robert Lafore,SAMS,QA76.73.J38. L3D,2002,
Physical chemistry : a molecular approach,Donald A. McQuarrie,University Science Books,QD453.2. M3P,1997,
Quantum chemistry,Donald A. McQuarrie,University Science Books,QD462. M3Q,2007,
Picturing quantum processes : a first course in quantum theory and diagrammatic reasoning,Bob Coecke,Cambridge University Press,QC174.12. C6P,2017,
수소 연료전지 드론의 설계와 정비 : 더 오래 더 멀리 나는 친환경 에너지 모빌리티!,홍성호,성안당,UG1242.D7. 홍53수,2022,
"EU 주요국 5G 구축촉진제도 : 주파수 할당 및 대가, 커버리지 의무, 인프라 공유, 전파사용료 등",Inca research&consulting,Inca research&consulting,MR-2022-001,2022,
Contemporary Logic Design,Randy H. Katz,Pearson,TK7888.4. K3C,2011,
Absolute C++,Walter Savitch,Pearson,QA76.73.C153. S2A,2016,
"진짜 쓰는 실무 엑셀 : 유튜브 대표 엑셀 채널, 오빠두가 알려 주는 엑셀 함수, 보고서 작성, 데이터 분석 노하우!",오빠두(전진권),제이펍,HF5548.4.M523. 오41진,2022,
The Future of the Professions : How Technology will Transform the Work of Human Experts,Richard Susskind,Oxford University Press,QA76.9.C66. S9F,2022,
Mastering ROS for Robotics Programming : Best practices and troubleshooting solutions when working with ROS,Lentin Joseph,Packt Publishing,TJ211.45. J6M,2021,
Large-Scale Simultaneous Localization and Mapping,Janusz B?dkowski,Springer,TJ211.45. B4L,2022,
Exploring Windows Presentation Foundation : With Practical Applications in .NET 5,Taurius Litvinavicius,Apress,QA76.76.M52. L5E,2020,
Programming Massively Parallel Processors : A Hands-on Approach,Wen-mei W. Hwu,Morgan Kaufmann,QA76.642. K5P,2022,
이코노미스트  = Economist,중앙일보시사미디어,중앙일보시사미디어,,1984,
주간조선 = Weekly Chosun,주간조선 편집부,週刊朝鮮,,1968,
주간동아,동아일보사,東亞日報社,,1999,
과학동아 = Science Dong-A,동아일보사,동아일보사,,,
International Conference on Computers for People with Special Needs (CPSN) 2005,World Congress in Applied Computing (WCAC) 2005,CSREA Press,CD-ROM,2005,
민법 강의 : 이론·사례·판례,김준호,삼영사,K623. 김77민,2006,
비즈니스 아이디어의 탄생 [전자자료],"블랜드, 데이비드",교보문고,325.21.,2020,
"삼국지. [전자자료]  1, 도원 편",나관중,교보문고,823.5.,2020,
군주론 [녹음자료],"Machiavelli, Niccolo B",오디언소리 [공급],,2021,
우리는 어디서 살아야 하는가: 인문학자가 직접 고른 살기 좋고 사기 좋은 땅  [전자자료],김시덕,교보문고,321.32.,2022,
"나는 나무에게 인생을 배웠다: 세상에서 가장 나이 많고 지혜로운 철학자, 나무로부터 배우는 단단한 삶의 태도들  [전자자료] = I learned life from trees : the essential life lessons from trees, the oldest and wisest philosophers in the world",우종영,교보문고,199.1.,2019,
여수: 이효석 소설  [전자자료],이효석,교보문고,813.7.,2010,
탈출기 [전자자료],최서해,교보문고,813.7.,2010,
(영어로 읽어 주는) 장화 신은 고양이 / 빨간 모자 소녀 [녹음자료],"Perrault, Charles",오디언소리 [공급],,2018,
10월에 피는 능금꽃: 이효석 소설  [전자자료],이효석,교보문고,813.7.,2010,
노랜드: 천선란 소설집  [전자자료],천선란,교보문고,813.7.,2022,
그때그때 가볍게 산다 [전자자료],장성숙,교보문고,189.,2022,
"수학으로 생각하는 힘: 일상의 모든 순간, 수학은 어떻게 최선의 선택을 돕는가  [전자자료]","예이츠, 키트",교보문고,410.,2020,
"살수. [전자자료]  1, 전쟁의 서막",김진명,교보문고,813.7.,2019,
"초한지. [전자자료]  3, 칼과 영광",이문열,교보문고,813.7.,2020,
스트롱맨의 시대 [전자자료] = (The) Age of strong men,매일경제,교보문고,320.942.,2017,
(댄 애리얼리) 부의 감각 [전자자료],"애리얼리, 댄",교보문고,327.04.,2018,
(숫자를 돈으로 바꾸는) 데이터 읽기의 기술 [전자자료],차현나,교보문고,325.5.,2019,
1%가 아닌 99%를 위한 경제 [전자자료],"애들러, 폴",교보문고,322.01.,2021,
태형 [전자자료],김동인,교보문고,813.7.,2010,
회월시초 [전자자료],박영희,교보문고,811.7.,2010,
예언자·영가 [녹음자료],"Gibran, Kahlil",오디언소리 [공급],,2014,
Mobile Antenna Systems Handbook,"Fujimoto, K",Artech House,TK6570.M6. F8M,1994,
RF MEMS 기술 : 6강,윤기완,전파교육연구센터 (RERC),CD-ROM,2006,
International Conference on Human-Computer Interaction (HCI) 2005,World Congress in Applied Computing (WCAC) 2005,CSREA Press,CD-ROM,2005,
International Conference on Computer Vision (VISION) 2005,World Congress in Applied Computing (WCAC) 2005,CSREA Press,CD-ROM,2005,
"하루 15분 정리의 힘 : 삶을 다시 사랑하게 되는 공간, 시간, 인맥 정리법 = The Power of Organizing",윤선현,위즈덤하우스,325.04. 윤53하,2012,
이종호의 초토 TOEFL Listening Comprehension,이종호,플랜티어학원,740.77. 이75이,2005,
"TOEIC, 답이 보이는 Vocabulary 실전 연습: 고급자를 위한",김태균,김영사,744.4. 김832T,2003,
영어 논문 쉽게 쓰기 : Technical Writing,송은경,교보문고,802.066. 송68영,2010,
대학 스페인어 문법 = Gramatica Espanola,한국외국어대학교 스페인어통번역학과,한국외국어대학교 출판부,775. 한17대,2013,
영어 일기 표현 사전,하명옥,넥서스,746. 하34영,2005,
Korean : Lonely Planet Phrasebook,"Kim, Minkyoung",Lonely Planet,717.5. K5K,2008,
빈처 [전자자료],현진건,교보문고,813.7.,2010,
스마트 혁명과 오픈 소스 리더십 : 우리는 왜 스티브 잡스나 마크 주커버그 같은 인물이 없는가,"Gadman, Leslie",멘토르,325.24. G3스,2011,
구글 + 아이폰 200% 업무 활용법 : 하루 두 시간 1년에 500시간 절약하라,이임복,한빛미디어,004.583. 이69구,2012,
"빅 데이터, 세상을 이해하는 새로운 방법 : 세상을 바꾸고 나를 변화시키는 보이지 않는 것의 힘",박순서,레디셋고,331.541. 박57빅,2013,
다가온 미래 스마트 라이프,김동욱,삼인,331.5412. 김225다,2012,
"인터넷 그 길을 묻다 : 대한민국 인터넷의 과거, 현재, 미래를 말하다 = The Internet at the Crossroads",한국정보법학회,중앙북스,331.5412. 한17인,2012,
"현실, 그 가슴 뛰는 마법 : 종교·신화·미신에 속지 말라! 현실을 직시하라!","Dawkins, Richard",김영사,404. D3현,2012,
"International Conference on Modeling, Simulation and Visualization Methods (MSV) 2005",International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
International Conference on Foundations of Computer Science (FCS) 2005,International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
Distributed Sensor Networks,"Iyengar, S. Sitharama (ED)",Chapman & Hall / CRC,TK7872.D48. I95D,2005,
3G LTE 2006,3G LTE 2006,Informa Telecoms & Media,CD-ROM,2006,
안서시초 [전자자료],김억,교보문고,811.7.,2010,
ENJOY 터키,김지선,넥서스BOOKS,981.8702. 김79E,2015,
"International Conference on Imaging Science, Systems, and Technology (CISST) 2005",International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
Handbook on Emergency Telecommunications,International Telecommunication Union (ITU),ITU,TK6570.P8. I82H,2005,
"사진 구성 : 스냅 사진부터 뛰어난 사진까지, 사진 구성의 비법",로리 엑셀,청어람미디어,662. 로239사,2012,
"International Conference on Machine Learning : Models, Technologies and Applications (MLMTA) 2005",International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
International Conference on Engineering of Reconfigurable Systems and Algorithms (ERSA) 2005,International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
International Conference on Programming Languages and Compilers (PLC) 2005,International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
International Conference on Embedded Systems and Applications (ESA) 2005,International MultiConference in Computer Science and Computer Engineering (IMCSE) 2005,CSREA Press,CD-ROM,2005,
AUSTRALIAN UNI SYSTEMS USER GROUP CONFERENCE (AUUG) 1988,,AUUG,QA76.8.U5. A86,1988,
이탈리아 100배 즐기기 = Italia,홍수연,알에이치코리아(RHK),900. 홍5칠,2017,
홍염 [전자자료],최서해,교보문고,813.7.,2010,
ATmega 128 마이크로컨트롤러,조규만,한올출판사,TJ223.P76. 조17A,2006,
좋은 이별 : 김형경 애도 심리 에세이,김형경,푸른숲,814.6. 김94좋,2009,
"Annual Review of Communications, Vol. 59",,International Engineering Consortium (IEC),CD-ROM,2006,
육사 시집 [전자자료],이육사,교보문고,811.7.,2010,
윤곤강 시집. [전자자료]  3,윤곤강,교보문고,811.7.,2010,
춘원 시가집 [전자자료],이광수,교보문고,811.7.,2010,
"Handbook of Law and Economics, Vol. 2","Polinsky, A. Mitchell (ED)",North-Holland,,2007,
생명: 채만식 소설  [전자자료],채만식,교보문고,813.7.,2010,
On Growth and Form,"Thompson, D’Arcy Wentworth",Dover Publications,QP84. T48O,1992,
Ajax Design Patterns,"Mahemoff, Michael",O`Reilly,TK5105.8885.A52. M3A,2006,
IDT 1995,,ADBS,TK5101.A1. I3,1995,
Computer Security : Art and Science,"Bishop, Matt",Addison-Wesley,QA76.9.A25. B5C,2003,
천년 후의 세계 [녹음자료],운노 주자,오디언소리 [공급],,2021,
자동차 부품 산업 현황 및 글로벌 밸류체인 진출 전략 : 산업별 글로벌 시장 진출 전략 보고서 2,Korea Trade-Investment Promotion Agency,KOTRA,MR-2017-012,2017,
슈퍼 제너럴리스트 : 지성을 연마하다,Tasaka Hiroshi,싱긋,325.211. T3슈,2016,
System-in-Package RF Design and Applications,"Gaynor, Michael P",Artech House,TK6560. G3S,2007,
International Telecommunications Society (ITS) 2017 : Asia-Pacific Conference,The 14th International Telecommunications Society Asia-Pacific Conference 2017,International Telecommunications Society (ITS),CD-ROM,2017,
Groovy Programming : An Introduction for Java Developers,"Barclay, Kenneth",Morgan Kaufmann Publishers,QA76.73.J38. B3G,2006,
Asia Lighting Conference (ALC) 2017,China Illuminating Engineering Society (CIES),Asia Lighting Committee,CD-ROM,2017,
엄마: 이해인 수녀의 사모곡  [녹음자료],이해인,오디언소리 [공급],,2021,
"Image Processing, Analysis, and Machine Vision","Sonka, Milan",PWS Publishing,TA1637. S6I,1999,
Space Weather & Telecommunications,"Goodman, John M",Springer,TK7867.2. G6S,2005,
Learning the Bash Shell,"Newham, Cameron",O`Reilly,QA76.76.O63. N4L,1998,
"Probability, Random Variables, and Random Signal Principles","Peebles, Peyton Z",McGraw-Hill,TA340. P4P,1993,
게임 이론 길라잡이,신성휘,박영사,QA269. 신53게,2006,
일상을 바꾼 클라우드 컴퓨팅,나얀 루파렐리아,북카라반,QA76.585. R8일,2017,
Ruby on Rails : 초고속 웹 개발의 시작,"Tate, Bruce A",한빛미디어,TK5105.888. T3R,2006,
3G Wireless Networks,"Smith, Clint",McGraw-Hill,TK6570.M6. S58T,2002,
The Design of Modern Microwave Oscillators for Wireless Applications : Theory and Optimization,"Rohde, Ulrich L",John Wiley & Sons,TK7872.O7. R6D,2005,
International Conference on Intelligent Systems for Molecular Biology (ISMB) 2005,The 13th International Conference on Intelligent Systems for Molecular Biology 2005,Oxford University Press,QH506. I5,2005,
Real World Camera Raw with Adobe Photoshop CS2 : Industrial-Strength Production Techniques,"Fraser, Bruce",Peachpit Press,TR267.5.A3. F7R,2005,
"Ontological Engineering : With Examples from the Areas of Konwledge Management, e-Commerce and the Semantic Web","Gomez-Perez, Asuncion",Springer-Verlag,QA76.76.E95. G6O,2004,
"이솝 우화 전집 [녹음자료] = Aesop, the complete fables",Aesop,오디언소리 [공급],,2021,
가상화 세상 속으로 : 가상화 기본 개념부터 가상 머신 구축 및 관리까지,매튜 포트노이,에이콘,QA76.9.V5. P6가,2016,
International Congress and Exposition on Noise Control Engineering (Inter-Noise) 2006,The 35th International Congress and Exposition on Noise Control Engineering 2006,Institute of Noise Control Engineering of the USA (INCE/USA),CD-ROM,2006,
2010년 및 2013년 지역 산업 연관표 = 2010/2013 Regional Input-Output Statistics,,한국은행,HC467. 한17이,2015,
OWL : Representing Information Using the Web Ontology Language,"Lacy, Lee W",TRAFFORD,TK5105.88815. L3O,2005,
PhoneGap : 하이브리드 모바일 앱 개발을 위한,박기환,워너북스,QA76.59. 박19P,2012,
Power Java,천인국,인피니티북스,QA76.73.J38. 천69P,2012,
기술 경영과 혁신 전략,멜리사 A. 쉴링,McGraw Hill Education,HD45. S3기,2017,
International Symposium of the International Council on Systems Engineering (INCOSE) 2005,The 15th International Symposium of the International Council on Systems Engineering 2005,EIS,CD-ROM,2005,
International Symposium of the National Council on Systems Engineering (NCOSE) 1992,The 2nd Annual International Symposium of the National Council on Systems Engineering 1992,EIS,CD-ROM,1992,
제4차 산업 혁명과 소셜 미디어 : 1인 미디어 시대,박좌훈,미디어북,325.555. 박76제,2017,
International Symposium of the National Council on Systems Engineering (NCOSE) 1993,The 3rd Annual International Symposium of the National Council on Systems Engineering 1993,EIS,CD-ROM,1993,
International Symposium of the National Council on Systems Engineering (NCOSE) 1995,The 5th Annual International Symposium of the National Council on Systems Engineering 1995,EIS,CD-ROM,1995,
International Symposium of the International Council on Systems Engineering (INCOSE) 1996,The 6th Annual International Symposium of International Council on Systems Engineering 1996,EIS,CD-ROM,1996,
International Symposium of the International Council on Systems Engineering (INCOSE) 1997,The 7th Annual International Symposium of International Council on Systems Engineering 1997,EIS,CD-ROM,1997,
Implementing Biometric Security,"Chirillo, John",Wiley Publishing,TK7882.B56. C48I,2003,
Ajax : Semantic Web 구현을 위한,이혁,프리렉,TK5105.8885.A53. 이94A,2006,
Introduction to Linear Algebra,"Strang, Gilbert",Wellsley-Cambridge Press,QA184. S7L,2005,
International Symposium of the International Council on Systems Engineering (INCOSE) 1998,The 8th Annual International Symposium of International Council on Systems Engineering 1998,EIS,CD-ROM,1998,
International Symposium of the International Council on Systems Engineering (INCOSE) 1999,The 9th Annual International Symposium of International Council on Systems Engineering 1999,EIS,CD-ROM,1999,
FEBS Congress 2005 and IUBMB Conference 2005 : Abstracts,Federation of European Biochemical Societies (FEBS),Blackwell Publishing,QP551. F4,2005,
World Congress of the International Federation of Automation Control (IFAC) 2005 : Preprints,The 16th World Congress of the International Federation of Automation Control 2005,IFAC,DVD-ROM,2005,
네트워크 시뮬레이터 : NS2 기초와 활용 = Network Simulator,배성수,세화,QA76. 배53네,2005,
"Controller Area Network : Basics, Protocols, Chips and Applications","Etschberger, Ing K",IXXAT Press,TK5105.5. E82C,2001,
Biometric Authentication : A Machine Learning Approach,"Kung, S. Y",Prentice Hall PTR,TK7882.P3. K8B,2005,
통신 사업자의 이용자 보호 업무 평가 관련 세부 시행 방안 연구= A Study on the Action Plan for the Evaluation of Protection for Telecommunication Users,이은주,방송통신위원회,KR-2010-056,2010,
Handbook of Face Recognition,"Li, Stan Z. (ED)",Springer,TA1650. L5H,2005,
방송 광고 판매 시장 사후 규제 관련 중장기 계획 수립 연구= Regulatory Policy Plan for Media Representatives,박성철,방송통신위원회,KR-2010-057,2010,
기초부터 응용까지 Verilog HDL,차영배,다다미디어,TK7885.7. 차64기,2005,
"복지 강국 스웨덴, 경쟁력의 비밀 : 베푸는 복지를 넘어 성장의 원동력이 되는 복지 국가 실현까지","Kitaoka, Takayoshi",위즈덤하우스,338.09231. K5복,2012,
VTK User`s Guide : Updated for Version 4.4,"Kitware, Inc","Kitware, Inc",T385. K5V,2004,
커뮤니케이션의 핵심 전략,하버드 경영대학원,청림출판,HF5718. 커37,2004,
인재 경영의 핵심 전략,하버드 경영대학원,청림출판,HF5549.5.S38. 인72,2004,
Introduction to Microfabrication,"Franssila, Sami",John Wiley & Sons,TK7875. F7I,2004,
Predicate Transformer Semantics,"Manes, Ernest G",Cambridge University Press,QA9.35. M3P,1992,
"Biometric Systems : Technology, Design and Performance Evaluation","Wayman, James",Springer,TK7882.B56. W3B,2005,
"인생 2막, 브라보 마이 라이프! [녹음자료]",박임진,오디언소리 [공급],,2019,
C++ STL 실전 프로그래밍,김승태,한빛미디어,QA76.73.C153. 김58C,2004,
Object-Oriented Information Modeling : Module One,,Bellcore,Video Tape,1994,
Practical Biometrics : From Aspiration to Implementation,"Ashbourn, Julain",Springer,TK7882.B56. J8P,2004,
Visual C++.Net Programming Bible 1,박광우,삼양미디어,QA76.73.C153. 박16V,2003,
Visual C++.Net Programming Bible 2,박광우,삼양미디어,QA76.73.C153. 박16V,2003,
Visual C++.Net Programming Bible 3,박광우,삼양미디어,QA76.73.C153. 박16V,2003,
International Conference on Asian Language Processing and Information Technology (ALPIT) 2005,The 4th International Conference on Asian Language Processing and Information Technology 2005,Eahwan Co,TK5101.A1. A8,2005,
Australasian World Wide Web Conference (AusWeb) 2005,The 11th Australasian World Wide Conference 2005,Southern Cross University,TK5105.875.I57. A86,2005,
National Conference on Artificial Intelligence and Conference on Innovative Applications of Artificial Intelligence (AAAI / IAAI) 2005,American Association for Artificial Intelligence (AAAI),AAAI Press,CD-ROM,2005,
International Conference on Wireless Communications (Wireless) 2005,The 7th International Conference on Wireless Communications 2005,(n. pub.),CD-ROM,2005,
Advanced UNIX Programming,"Rochkind, Mar J",정보문화사,QA76.76.O63. R6A,2005,
Windows 시스템 실행 파일의 구조와 원리,이호동,한빛미디어,QA76.76.O63. 이95W,2005,
C++ 프로그래밍 언어,"Stroustrup, Bjarne",피어슨 에듀케이션 코리아,QA76.73.C153. S7C,2005,
RFID and Beyond : Growing your Business Trough Real World Awareness,"Heinrich, Claus",Wiley Publishing,TK6553.R43. H4R,2005,
"Great Code, Vol. 1 : 하드웨어의 이해","Hyde, Randall",에이콘,QA76.6. H9G,2005,
Spoken Dialogue Technology : Toward the Conversational User Interface,"McTear, Michael F",Springer,QA76.9.U83. M3S,2004,
미국에서 기죽지 않는 쓸만한 영어: 사회생활 필수 인싸회화  [전자자료],"Ban, Sophie",교보문고,747.5.,2020,
Bayesian Networks and Decision Graphs,"Jensen, Finn V",Springer-Verlag,QA279.5. J4B,2001,
당신은 이노베이션 = You are Innovation : How to Produce Great Business Ideas,조용호,타임비즈,325.19. 조66당,2013,
"제목 만들기 12가지 법칙 : 시선을 사로잡고, 마음을 움직이는",Nakayama Makoto,끌리는책,325.484. N3제,2013,
"Estimating Software-Intensive Systems : Projects, Products and Processes","Stutzuke, Richard D",Addison Wesley,QA76.758. S7E,2005,
오베라는 남자: 프레드릭 배크만 장편소설  [전자자료] = (A) Man called Ove,"배크만, 프레드릭",교보문고,859.7.,2015,
초보자를 위한 암호와 타원 곡선,서광석 (편저),경문사,UB290. 서15초,2000,
막: 이효석 소설  [전자자료],이효석,교보문고,813.7.,2010,
비즈니스 영어 이메일을 틀리지 않고 쓰는 법: 표현사전이나 패턴회화에는 절대 안 나오는 기적의 이메일 핵심비법 100  [전자자료],"리, 미카",교보문고,746.,2019,
서영동 이야기: 조남주 연작소설  [전자자료],조남주,교보문고,813.7.,2022,
RapidIO : The Embedded System Interconnect,"Fuller, Sam",John Wiley & Sons,TK7874.53. F8R,2005,
"RFID : Applications, Security and Privacy","Garfinkel, Simson (ED)",Addison-Wesley,TK6553.R43. G3R,2005,
モバイル 放送 時代を 拓く 通信 放送 政策 = Telecommunications and Broadcasting Policy to Open UP a New Mobile Age,,日經BP社,HE8689.4. 모41,2005,
유비쿼터스 시대의 정보 통신 경영,김태성,한경사,TK5101. 김832유,2005,
Computer Imaging : Digital Image Analysis and Processing,"Umbaugh, Scott E",Taylor & Francis,TA1634. U45C,2005,
JXTA : 자바로 만드는 P2P 시스템,"Li, Sing",에이콘,TK5105.525. L5J,2002,
PC 진단 문제 해결 무작정 따라하기,이순원,길벗,TK7885. 이57P,2003,
인공 지능 게임 프로그래밍 실전 가이드,"Champandard, Alex J",에이콘,QA76.76.C672. C48인,2004,
자바로 구현한 영상 처리,"Efford, Nick",홍릉과학출판,TA1637. E43자,2004,
당신이 알던 모든 경계가 사라진다,조용호,미래의 창,331.54. 조66당,2013,
"Nanowires and Nanobelts : Materials Properties and Devices, Vol. 1 : Metal and Semiconductor Nanowires","Wang, Zhong Lin (ED)",Kluwer Academic Publishers,TK7874.85. W3N,2003,
電子 ペ一パ一の 最新 技術と 應用 = Current Technologies and Applications for Electronic Paper,"Omodani, Makoto",CMC Publishing,TK7882.I6. O45전,2004,
The Art of Machinima 3 : 3D Game-Based Filmmaking,"Marino, Paul",Paraglyph Press,TR850. M3A,2004,
Real-Time Shader Programming : Covering DirectX 9.0,"Fosner, Ron",Morgan Kaufmann Publishers,T385. F6R,2003,
에린 왕자 [녹음자료],"Saint-Exupery, Antoine de",오디언소리 [공급],,2021,
영국에서 온 아가씨 [녹음자료],"Чехов, Антон Павлович",오디언소리 [공급],,2021,
(영어로 읽어 주는) 피노키오 [녹음자료],"Collodi, Carlo",오디언소리 [공급],,2018,
"International Conference on Broadcast Asia 2001, Session 9 : Data Broadcasting",International Conference on Broadcast Asia 2001,JCS,TK6630. B7,2001,
카미나다에서 생긴 일 [녹음자료],"Chopin, Kate",오디언소리 [공급],,2021,
이반 일리치의 죽음 [녹음자료],"Толстой, Лев Николаевич",오디언소리 [공급],,2021,
수레바퀴 아래서 [녹음자료],"Hesse, Hermann",오디언소리 [공급],,2015,
"행복한 1등, 독서의 기적 : 책 읽기 달인의 열혈 독서 교육 지침서",김흥식,서해문집,029.8. 김98행,2011,
고성능 데이터베이스 튜닝 : 실무 사례로 다지는,권순용,비팬북스,QA76.9.D3. 권57고,2010,
Professional XML Meta Data,"Ahmed, Kal",Wrox Press,QA76.76.H94. A38P,2001,
꽃을 품다: 꽃과 함께하는 영혼의 쉼터 : 한복용 꽃 에세이  [녹음자료],한복용,오디언소리 [공급],,2020,
Inspired 3D Lighting and Compositing,"Parrish, David A",Premier Press,TR897.7. P3I,2002,
Inspired 3D Modeling and Texture Mapping,"Capizzi, Tom",Premier Press,T385. C3I,2002,
Inspired 3D Film Production,"Cantor, Jeremy",Premier Press,TR897.7. C3I,2004,
이상한 섬 [녹음자료],"Alcott, Louisa May",오디언소리 [공급],,2021,
나의 할머니에게 [녹음자료],윤성희,오디언소리 [공급],,2020,
예제로 접근하는 경제경영수학,"Dowling, E. T",지필미디어,HB135. D6예,2017,
The Art of 3D Computer and Effects,"Kerlow, Isaac V",John Wiley & Sons,T385. K4A,2004,
UML Explained,"Scott, Kendall",영진닷컴,QA76.9.O35. S28U,2002,
UML: 쉽게 배우는 UML과 객체 지향 설계,"Roff, Jason T",사이텍미디어,QA76.76.D47. R6U,2003,
"Complete Maya Programming, Vol. 2 : An In-Depth Guide to 3D Fundamentals, Geometry and Modeling","Gould, David A. D",Morgan Kaufmann Publishers,TR897.7. G6C,2005,
"Network Processor Design : Issues and Practices, Vol. 3","Crowley, Patrick",Morgan Kaufmann Publishers,TK7895.M5. C7N,2005,
The Primer of Public Safety Telecommunication Systems,"McMillian, J. Rhett, Jr",APCO International,TK5105. M3P,2000,
Radio Spectrum Licensing Resource : FCC Licensing for Private Land Mobile Radio Services under 47 CFR Part 90,Automated Frequency Coordination (APCO),APCO International,TK6553. A86R,2005,
컨벤션 산업론 : 경영과 기획 실무 = Convention Management : Planning·Practice,류기환,성학당,QA76.9.M3. 류19컨,2004,
USB Complete : Everything You Need to Develop Custom USB Peripherals,"Axelson, Jan",Lakeview Research,TK7895.B87. A93U,2005,
실용주의 프로그래머,앤드류 헌트,인사이트,QA76.6. H8실,2005,
H.264 and MPEG-4 : 차세대 영상 압축 기술,"Richardson, Iain E. G",홍릉과학출판사,TK6680.5. R5H,2004,
정보 통신 네트워크,강희조,인터비젼,TK5105.5. 강98정,2002,
통신 전자의 이해,김학선 (편저),에드텍,TK5101. 김91통,1999,
컬러 하모니 : Art of Color Combinations = Color Harmony,이재만,일진사,QC495. 이72컬,2004,
어떤 색이 좋을까? = Color Combination,I.R.I. 색채연구소 (편),영진닷컴,QC495. I7어,2003,
International Symposium on Microwave and Optical Technology (ISMOT) 2005,The 10th International Symposium on Microwave and Optical Technology 2005,ISMOT,TK7876. M5,2005,
Self-Service Linux : Mastering the Art of Problem Determination,"Wilding, Mark",Prentice Hall PTR,QA76.76.O63. W5S,2006,
International Enformatika Conference (IEC) 2005,The 5th International Enformatika Conference 2005,International Enformatika Society,QA75.5. E5,2005,
Voice User Interface Design,"Cohen, Michael H",Addison-Wesley,TK7895.S65. C6V,2004,
OpenGL Programming for the X Window System,"Kilard, Mark J",Addison-Wesley,T385. K5O,1996,
J2SE 5.0 프로그래머를 위한 JAVA 2,최종명,홍릉과학출판,QA76.73.J38. 최75J,2004,
Writing : For Computer Science,"Zobel, Justin",Springer,T11. Z6W,2004,
Intel Developer Forum (IDF) Fall 2005,Intel Developer Foum Fall 2005,Intel Corporation,CD-ROM,2005,
IASTED International Conference on Signal and Image Processing (SIP) 2005,The 7th IASTED International Conference on Signal and Image Processing 2005,IASTED / ACTA Press,CD-ROM,2005,
게임 물리 바이블,"Eberly, David H",사이텍미디어,QA76.76.C672. E2게,2004,
Secure Systems Development with UML,"Jurjens, Jan",Springer-Verlag,QA76.76.D47. J8S,2005,
"IADIS International Conference on Applied Computing (AC) 2005, Vol. 2",International Association for Development of the Information Society (IADIS),IADIS Press,QA76.76.A65. I2,2005,
Fundamentals of Wireless Networking,"Price, Ron",McGraw-Hill / Irwin,TK5105.78. P7F,2007,
On Demand Computing : Technologies and Strategies,"Fellenstein, Craig",Prentice Hall PTR,QA76.9.C58. F4O,2005,
갑과 을의 나라 : 갑을 관계는 대한민국을 어떻게 지배해왔는가,강준만,인물과 사상사,331.1. 강77갑,2013,
"칭기스칸, 잠들어 있는 유럽을 깨우다","Weahterford, Jack",사계절,912.6. W4칭,2005,
살아있는 동안 꼭 해야 할 49가지,탄줘잉,위즈덤하우스,199.1. 탄77살,2005,
(멀티미디어 시대에 대응한) 색채 화상 공학 : 기초·응용,김인성,세진사,QC495. 김69색,1996,
컬러리스트 : 이론 편 = Colorist,한국색채학회,국제,QC495. 한17컬,2002,
컬러리스트 : 실기 편 = Colorist,한국색채학회,국제,QC495. 한17컬,2002,
색채 과학 15강 : 컬러리스트를 위한,박승옥,국제,QC495. 박58색,2005,
영화 매니지먼트 = Movie Management,"Kim, Benny",MJ 미디어,PN1995.9.P7. K5영,2004,
컴퓨터 시대의 색채학 : 색채학 12 강좌,"Kuppers, Harald",미크로,QC495. K8컴,1997,
디지털 컬러의 세계,Miller Marc D,성안당,QC495. M5디,1996,
색채와 컴퓨터 그래픽,"McDonald, Lindsay",이화여자대학교 출판부,QC495. M3색,2001,
디지털 색채론 = Theory of Digital Color,유관호,세진사,QC495. 유16디,2001,
Virtual Reality Technologies for Future Telecommunications Systems,"Pakstas, Algirdas (ED)",John Wiley & Sons,TK5102.5. P3V,2002,
내 귀에 앉은 나비: 명시모음  [녹음자료],오디언,오디언소리 [공급],,2008,
해군 조약문 [녹음자료],"Doyle, Arthur Conan",오디언소리 [공급],,2020,
Handbook of electronic package design,"Pecht, M",Marcel Dekker,TK7870.15. P4,1991,
화재감시원 [전자자료],"윌리스, 코니",교보문고,843.6.,2016,
구글 파워 : 전 세계 선망과 두려움의 기업 = Google Power,"Lowe, Janet",애플트리태일즈,325.04. L6구,2010,
한국 농업 연감 2010-2011,,농축산신문,,2010,
